index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
356,0.97,2508.038,2515.813,I am calling to demand that SPD be Defunded by 50% and that everybody gets behind this vote.,73,,
357,0.97,2515.813,2517.414,We need this as a community.,73,,
358,0.97,2517.414,2526.49,I am tired of us being terrorized by essentially a Militarized force using concealed weapons on us.,73,,
359,0.97,2526.49,2530.527,This is ridiculous.,73,,
360,0.97,2530.527,2530.761,Defund.,73,,
361,0.97,2530.761,2542.373,"Next up is Kelsey, followed by Sally.",74,,
362,0.97,2542.373,2545.843,I am Kelsey.,75,,
363,0.97,2545.843,2557.655,"Renter in district 3. these watered down atoms are an insult to the people who have been brutalized, beaten and wrongfully arrested by SPD.",75,,
364,0.97,2557.655,2561.058,Neighborhoods and families have been torn apart by SPD.,75,,
365,0.97,2561.058,2567.665,Not because of bad apples but because the police function as they were intended.,75,,
366,0.97,2567.665,2577.041,People have taken to the streets demanding--thousands have been brutalized in the process.,75,,
367,0.97,2577.041,2580.411,Have you forgotten the tear gas?,75,,
368,0.97,2580.411,2589.153,Dragged people across gravel and put their knees on people's neck.,75,,
369,0.97,2589.153,2592.089,You are saying there is nothing you can do.,75,,
370,0.97,2592.089,2595.726,I am horrified by your lack of political will.,75,,
371,0.97,2595.726,2603.634,"If bus drivers can be let go, the police officers can also be laid off.",75,,
372,0.97,2603.634,2608.272,Defund SPD by 50%.,75,,
373,0.97,2608.272,2609.54,Invest in communities.,75,,
374,0.97,2609.54,2626.957,"Next up is Sally, followed by James.",76,,
375,0.97,2626.957,2638.369,"I have heard when I tuned in to the city Council, Defund the police, sweep it over to black programs.",77,,
376,0.97,2638.369,2641.171,That is all I am hearing.,77,,
377,0.97,2641.171,2644.842,I wanted to lend my voice to the other side.,77,,
378,0.97,2644.842,2648.679,"You know, there is criminal activity going on during the protests.",77,,
379,0.97,2648.679,2649.713,Did you know that?,77,,
380,0.97,2649.713,2651.982,There was more crime last night?,77,,
381,0.97,2651.982,2654.885,Starbucks was hit again.,77,,
382,0.97,2654.885,2658.122,Amazon was hit again.,77,,
383,0.97,2658.122,2670.801,"I--did you know that if you don't pay attention to the fact that you--that police have little power as it is and you want to take more power away, there will be more lawlessness.",77,,
384,0.97,2670.801,2675.005,You are not paying attention to the reality of the situation in Seattle.,77,,
385,0.97,2675.005,2681.512,The reality is the fact our city is boarded up.,77,,
386,0.97,2681.512,2682.079,Looks like Armageddon.,77,,
387,0.97,2682.079,2688.852,I have a lot more to say but it is too frustrating to Cram it in 45 seconds.,77,,
388,0.97,2688.852,2693.891,There is a bigger majority that I hope --,77,,
389,0.97,2693.891,2696.727,Thank you for calling in.,78,,
390,0.97,2696.727,2717.548,Send in your comments to the city council at Council @ Seattle @ Seattle.Gov.,78,,
391,0.97,2717.548,2725.622,"I am a long-time Seattle resident, African-American, who lived in Seattle for 40 years.",79,,
392,0.97,2725.622,2727.958,I am against Defunding the police.,79,,
393,0.97,2727.958,2760.357,"I think that the problems that we are having pertaining to the frustrations and the emotions of the pandemic and the George Floyd murder, which was unjustified any way you look at it, but by Defunding the police we are giving a license to the bad elements of society and communities to move in and stake out portions of the neighborhood they will try to control.",79,,
394,0.97,2760.357,2763.527,Gangs will emerge and move in where the police are not present.,79,,
395,0.97,2763.527,2775.639,I think it is a slippery slope we will get on and people will take handling--taking things into their own hands at that point.,79,,
396,0.97,2775.639,2778.542,"Seattle needs more police officers, not less.",79,,
397,0.97,2778.542,2778.842,Thank you.,79,,
398,0.97,2778.842,2781.912,Thank you for calling in today.,80,,
399,0.97,2781.912,2786.383,Next up is Sarah.,80,,
400,0.97,2786.383,2793.49,Followed by Robert.,80,,
401,0.97,2793.49,2801.532,I am from district 7. I am asking you to commit to Defunding the police by 50%.,81,,
402,0.97,2801.532,2803.267,At the least by 2021.,81,,
403,0.97,2803.267,2812.042,The chief and Mayor Jenny Durkan's performance has been unacceptable.,81,,
404,0.97,2812.042,2820.818,Defunding the police and investing the community is the first step toward dismantling a racist system.,81,,
405,0.97,2820.818,2832.796,When you begin layoffs for law enforcement officers you do so on their performance and reputation and not by their seniority.,81,,
406,0.97,2832.796,2845.676,We need to change the way we take care of our communities and all of our communities and we need ensure the officers that are left are community allies.,81,,
407,0.97,2845.676,2854.885,"I appreciate the work of King County equity now, Kshama Sawant and Decriminalize Seattle.",81,,
408,0.97,2854.885,2855.185,Thank you.,81,,
409,0.97,2855.185,2856.653,Thank you for calling in.,82,,
410,0.97,2856.653,2863.727,"Next up is Robert, followed by mark.",82,,
411,0.97,2863.727,2864.261,Good afternoon.,83,,
412,0.97,2864.261,2870.901,Please let the voters of Seattle make these critical decisions regarding public safety.,83,,
413,0.97,2870.901,2883.313,The citizens should have a vote on how they are protected and special interest groups should not force the changes by putting pressure on you to meet their demands.,83,,
414,0.97,2883.313,2889.92,Please take more time and design several options for change and present them to the public for a vote.,83,,
415,0.97,2889.92,2898.228,You will then have the true reputation of what the citizens want.,83,,
416,0.97,2898.228,2903.934,"Be rational and not irresponsible, thank you.",83,,
417,0.97,2903.934,2905.636,Black lives matter and go hawks.,83,,
418,0.97,2905.636,2906.136,Thank you.,84,,
419,0.97,2906.136,2912.709,"Next up is mark, followed by Susan.",84,,
420,0.97,2912.709,2920.05,I am executive director and editor for press freedom for democracy.,85,,
421,0.97,2920.05,2929.092,I applaud the decision of the city to abide by the court order prohibiting the use of crowd control munitions.,85,,
422,0.97,2929.092,2933.096,I witnessed brutal arrests on Capitol Hill July 25.,85,,
423,0.97,2933.096,2942.372,I suffered from the blast and chemical agents used.,85,,
424,0.97,2942.372,2962.259,"The U.S. is ranked 45Th in the world in terms of--I witnessed a police force and a Mayor and police chief--we have to stop this to ensure public safety, free press.",85,,
425,0.97,2962.259,2968.465,Heavily armed Militarized police used to Face-Off with unarmed protesters has to stop.,85,,
426,0.97,2968.465,2973.904,People have a right to protest.,85,,
427,0.97,2973.904,2974.504,Thank you.,85,,
428,0.97,2974.504,2984.848,Next is up Susan.,86,,
429,0.97,2994.458,2995.926,Hello.,87,,
430,0.97,2995.926,2996.293,Good afternoon.,87,,
431,0.97,2996.293,3000.197,I am against the Defunding of the police.,87,,
432,0.97,3000.197,3010.407,"I want to start with what you are talking about, the dismantling of the police Department.",87,,
433,0.97,3010.407,3014.01,It is irresponsible proposal in Seattle.,87,,
434,0.97,3014.01,3017.514,Where I am a resident.,87,,
435,0.97,3017.514,3028.058,It is nothing more than Politicalization of current social events.,87,,
436,0.97,3028.058,3032.863,You are giving in to mob rule.,87,,
437,0.97,3032.863,3039.503,This is unacceptable.,87,,
438,0.97,3043.407,3050.08,That is our last Speaker signed up for public comment.,88,,
439,0.97,3050.08,3055.886,I am looking through the list one last time to confirm that.,88,,
440,0.97,3055.886,3058.488,That is our last Speaker for today.,88,,
441,0.97,3058.488,3077.207,So I am going to go ahead and close out the public comment period.,88,,
442,0.97,3077.207,3078.542,Okay.,88,,
443,0.97,3078.542,3088.919,"Give me minute, folks.",88,,
444,0.97,3090.454,3091.922,Payment of the bills.,88,,
445,0.97,3091.922,3102.399,Will the clerk read the title into the record.,88,,
446,0.97,3102.399,3107.437,[reading],88,,
447,0.97,3107.437,3109.539,Thank you.,89,,
448,0.97,3109.539,3113.043,I move to pass.,89,,
449,0.97,3113.043,3115.345,Is there a second?,89,,
450,0.97,3115.345,3115.645,Second.,90,,
451,0.97,3115.645,3124.387,Are there any comments on the bill?,91,,
452,0.97,3124.387,3124.754,Hearing none.,91,,
453,0.97,3124.754,3132.963,Will the clerk please call the role.,91,,
454,0.97,3132.963,3143.24,[calling role],91,,
455,0.97,3147.544,3151.781,The bill passes and the chair will sign it.,92,,
456,0.97,3151.781,3155.652,Please affix my signature to the legislation.,92,,
457,0.97,3155.652,3156.086,Committee reports.,92,,
458,0.97,3156.086,3158.688,First up the select budget committee.,92,,
459,0.97,3158.688,3167.998,Will the committee please read agenda item 1 into the record.,92,,
460,0.97,3167.998,3169.299,[reading],92,,
461,0.97,3188.318,3191.321,"Thank you, clerk.",93,,
462,0.97,3191.321,3193.223,Okay.,93,,
463,0.97,3193.223,3204.1,I am going to recognize Councilmember Mosqueda as chair of the select budget committee in order to provide the committee report.,93,,
464,0.97,3204.1,3204.935,Please.,93,,
465,0.97,3204.935,3206.836,"Thank you, Madam President.",94,,
466,0.97,3206.836,3215.645,May I make a quick statement to encompass all the bills in front of us regarding the budget?,94,,
467,0.97,3215.645,3229.759,"We have only read the first agenda item into the record, related to the capital improvement program, so we would need to read all of the budget --",95,,
468,0.97,3229.759,3231.695,I will hold it.,96,,
469,0.97,3231.695,3233.93,Okay.,97,,
470,0.97,3233.93,3234.331,Thank you.,98,,
471,0.97,3234.331,3245.275,That was not reflected in my scrip so I would prefer if we go through it bill by bill.,99,,
472,0.97,3245.275,3253.65,And the first one is related to capital improvement program budget actions for 2020.,99,,
473,0.97,3253.65,3254.084,Thank you.,100,,
474,0.97,3254.084,3256.253,I don't have any additional comments on this.,100,,
475,0.97,3256.253,3275.138,Just to say this is one of many bills to Rebalance our 2020 budget so that we are recognizing the restrictive reserves in our hands and to do so with the values this Council put forward.,100,,
476,0.97,3275.138,3277.874,"Thank you, Councilmember Mosqueda for the comments.",101,,
477,0.97,3277.874,3297.227,Any other comments on the first bill which is 119818 related to the 2020 budget including the 2025 capital improvement program.,101,,
478,0.97,3297.227,3297.694,Councilmember Sawant.,101,,
479,0.97,3297.694,3298.428,Thank you.,102,,
480,0.97,3298.428,3308.838,This is the first of several votes the city council will take today to adopt the city's new budget as a whole.,102,,
481,0.97,3308.838,3331.695,"The people's budget, my office, and the hundreds of black lives matter activists who marched on the streets and braved police violence have fought for and won many of the progressive amendments, including a small reduction to the Seattle police Department and I will speak to that more on agenda item number 10.",102,,
482,0.97,3331.695,3347.31,"Unfortunately, as a whole, the city budget does not meet the needs of working class people or the communities who have experienced the violence from the police Department.",102,,
483,0.97,3347.31,3364.627,"Unbalanced budget cuts, tens of millions of dollars--unarmed black man crease the Amazon task in order to eliminate the need for austerity.",102,,
484,0.97,3364.627,3380.276,"In fact, it includes $3 million in increases to the police police Department from the United States Department of homeland security.",102,,
485,0.97,3380.276,3385.014,I will reserve most of my comments about the budget for agenda item 10.,102,,
486,0.97,3385.014,3397.627,Before that I will vote yes on the budget--I will be voting no on this bill and several other bills coming up.,102,,
487,0.97,3397.627,3398.328,Thank you.,102,,
488,0.97,3398.328,3401.831,"Thank you, Councilmember Sawant.",103,,
489,0.97,3401.831,3402.332,Councilmember Herbold.,103,,
490,0.97,3402.332,3402.832,Thank you so much.,104,,
491,0.97,3402.832,3421.551,"I wanted to make note that this bill includes attachment B, it is the creation of a new capital improvement page for the Seattle Department of transportation, West Seattle bridge response.",104,,
492,0.97,3421.551,3424.354,Thank you for supporting me and bringing this forward.,104,,
493,0.97,3424.354,3446.843,It will be useful to us as we discuss the loan that is proposed for the 2021 and 2020 costs for the West Seattle bridge that we will be hearing in Councilmember Pedersen's committee and as well as our September through November budget discussions.,104,,
